name,category_list,domain_clean
Secure Mentem,Software,SaaS
Secure Outcomes,Software,SaaS
Secure Software,Software,SaaS
Secure64,Software,SaaS
SecureAuth,Enterprise Software|Identity Management|Security,SaaS
SecureBeam,Cloud Security|Mobile|Mobile Software Tools,SaaS
"Scrypt, Inc",Public Relations,public relations
Secured Mail,Messaging,messaging
Secured Universe Inc.,Android|Cyber Security|Mobile|Tablets,android|cyber security|mobile|tablets
SecureDB,Cloud Security|Data Security|Developer APIs|Development Platforms,cloud security|data security|developer apis|development platforms
SecureKey Technologies,Security,security
SecureLink,Security,security
SecureNet Payment Systems,E-Commerce|Mobile Payments|Payments|Trading,FinTech
Securens,Security,security
SecureOne Data Solutions,BPO Services|Databases|Web Design,bpo services|databases|web design
SecurePipe,Network Security,network security
Securesight Technologies,Information Security|Security,information security|security
SecureWave,Security,security
SecureWorks,Security,security
Securify,Hardware + Software,SaaS
SecurionPay,Billing|Credit Cards|E-Commerce|Financial Services|FinTech|Fraud Detection|Internet|Mobile Payments|Payments|Software,FinTech
Securisyn Medical,Biotechnology,biotechnology
Security First,Privacy|Security,privacy|security
SecurityScorecard Inc.,Cloud Computing|Cyber Security|Reviews and Recommendations|Risk Management|Security,cloud computing|cyber security|reviews and recommendations|risk management|security
Securly,Software,SaaS
Securosys SA,Computers|Cyber Security|Network Security,computers|cyber security|network security
SecurSolutions,E-Commerce,e-commerce
Securus,Gps|Security,gps|security
Securus Medical Group,Biotechnology,biotechnology
Secusmart,Mobile Security|Security,mobile security|security
Secustream Technologies,Software,SaaS
SED Web,Apps|Brand Marketing|E-Commerce Platforms|Internet Marketing|Internet of Things|Web CMS|Web Design|Web Development|Web Hosting|Web Tools,MarTech
Sedia Biosciences,Biotechnology|Health Diagnostics,HealthTech
SEE Forge,Enterprise Software|Mobility,SaaS
SeeMe,Art|Design|Photography,art|design|photography
See Your Box,Information Technology|Internet of Things|Logistics|Navigation,information technology|internet of things|logistics|navigation
Seeblings,Gift Card|Mobile|Video,gift card|mobile|video
Seebright,Android|Consumer Goods|iOS|Technology|Virtualization,android|consumer goods|ios|technology|virtualization
SEEC,Software,SaaS
SEEC AB,Clean Technology,clean technology
SeeChange Health,Health and Wellness,HealthTech
Snapcious,Brand Marketing|Consumers|Mobile|Mobile Games|Photography|Social Games,MarTech
SeeClickFix,Curated Web|Internet|iPhone|Local|Local Based Services|Mobile|Politics|Web Tools,curated web|internet|iphone|local|local based services|mobile|politics|web tools
SeeControl,Analytics,analytics
"Silvair (Seed Labs, Inc.)",Hardware + Software|Home Automation|Internet of Things,SaaS
Seed&Spark,Crowdfunding|Crowdsourcing|Entertainment|Film|Games,AI
Seedcamp,Business Services|Finance|Startups,FinTech
seedchange,Finance Technology|Financial Services|Startups|Venture Capital,FinTech
Seeder Clean Energy,Energy Efficiency|Enterprise Software|Green Building|Renewable Energies,SaaS
Seedfuse,Social Media,social media
Seeding Labs,Nonprofits,nonprofits
SeedInvest,Crowdfunding|Curated Web|Entrepreneur|Social Network Media|Venture Capital,crowdfunding|curated web|entrepreneur|social network media|venture capital
algrano,E-Commerce,e-commerce
Seedless Apps,Android|iOS|Web Design|Web Development,android|ios|web design|web development
Seedling,Curated Web|DIY|Kids,curated web|diy|kids
Seedrs,Finance,FinTech
seedtag,Advertising|PaaS|Photo Sharing,advertising|paas|photo sharing
SeeFuture,Private Social Networking,private social networking
Seegrid Corp,Automotive,automotive
Seejay,Social Media Marketing,MarTech
Seek Thermal,Consumer Electronics,consumer electronics
Seek & Adore,E-Commerce,e-commerce
Seek&Target,Networking|Web Hosting,networking|web hosting
Rocketfuel Games,Game Mechanics|Games|Gamification,game mechanics|games|gamification
Seeker-Industries,Analytics|E-Commerce|Search|User Experience Design,analytics|e-commerce|search|user experience design
Seeker Wireless,Advertising,advertising
Seeking Alpha,Finance|Social Opinion Platform|Stock Exchanges,FinTech
Seekly,Curated Web|Online Dating|Psychology,curated web|online dating|psychology
Seekmi,Apps|Curated Web|Mobile|Service Providers,apps|curated web|mobile|service providers
SeekPanda,Business Travelers|Marketplaces|Translation,business travelers|marketplaces|translation
SeekSherpa,Leisure|Local|Marketplaces|Travel & Tourism,leisure|local|marketplaces|travel & tourism
Seelio,EdTech|Education|Networking,EdTech
SEElogix,Curated Web,curated web
Seemage,Software,SaaS
Seeme,Communities,communities
SeeMedia,E-Commerce|Education|Training,AI
SeeMore Interactive,Direct Marketing|Mobile|Mobile Commerce|Mobile Shopping,E-Commerce
Seen,Content Discovery|Curated Web|Real Time|Search|Social Media,content discovery|curated web|real time|search|social media
"Seen Digital Media, Inc.",Curated Web|Photography|Photo Sharing|SaaS|Sales and Marketing|Social Media|Twitter Applications|Video,SaaS
Seenapse,Creative Industries|Innovation Management|Social Innovation,creative industries|innovation management|social innovation
Seenit,Content|Crowdsourcing|Mobile Video|Video,content|crowdsourcing|mobile video|video
Seeo,Clean Technology,clean technology
SeeOn,Social Media,social media
Seeonic,Software,SaaS
Seeq,Analytics|Services|Software,SaaS
Seeqpod,Music|Search,music|search
Seer Technologies,Software,SaaS
SeerGate,Banking|E-Commerce|Financial Services|FinTech|Payments|Sales and Marketing|Security,FinTech
SeeSaw.com,Advertising|Games|Television|Video on Demand,advertising|games|television|video on demand
SeeSaw Networks,Advertising|News,advertising|news
Seesmic,Android|Brand Marketing|Browser Extensions|CRM|Curated Web|Facebook Applications|Marketplaces|Messaging|Social Media|Twitter Applications|Windows Phone 7,MarTech
SeeSpace,Consumer Electronics|Hardware|Interface Design|Internet|Television,consumer electronics|hardware|interface design|internet|television
SeeToo,Chat|Enterprise Software|Video,SaaS
seeusoon.io,Online Scheduling|Online Travel|Tourism,online scheduling|online travel|tourism
Seevibes,Advertising|Analytics|Brand Marketing|Consumer Electronics|Facebook Applications|Social Television|Television|Twitter Applications,MarTech
SeeWhy,Advertising|Analytics,advertising|analytics
Sefaira,Energy Efficiency|SaaS|Software|Sustainability,AI
Sefas Innovation,Software,SaaS
YAMAP,Gps|Mobile,gps|mobile
SeGan Angel Prints,Media|News,media|news
Segetis,Clean Technology,clean technology
Segmanta,Market Research|SaaS|Software|Surveys,SaaS
Segment,Analytics|Developer APIs|Google Apps,analytics|developer apis|google apps
Segmint,Finance,FinTech
SegONE Inc.,Analytics|Banking|CRM,FinTech
Segopotso,Finance,FinTech
Segovia,Software,SaaS
Segterra (InsideTracker),Health and Wellness,HealthTech
SegundoHogar,Online Rental|Online Reservations,online rental|online reservations
Seguricel,Communities|Security|Technology,communities|security|technology
Seguro Surgical,Biotechnology,biotechnology
Segway,Clean Technology,clean technology
Seismic Games,Games|Mobile Games|Social Games|Video Games,games|mobile games|social games|video games
Seismic Software,Enterprise Software|Presentations|Sales and Marketing|Sales Automation,SaaS
Seismos,Analytics|Optimization|Real Time,analytics|optimization|real time
Seismotech,Data Centers|Geospatial|Space Travel,data centers|geospatial|space travel
SEJENT,Games,games
Sekal AS,Automated Kiosk|Oil & Gas|Real Time,automated kiosk|oil & gas|real time
Sekoia,Assisted Living|Elder Care|Software,SaaS
Selah Companies,Health Care,HealthTech
Selah Genomics,Biotechnology,biotechnology
Selah Technologies,Manufacturing|Medical Devices|Nanotechnology,HealthTech
Selatra,Apps|Cloud Computing|Games|Mobile|Portals,apps|cloud computing|games|mobile|portals
Seldom Seen Adventures,Sports,sports
SELECT,Discounts|Entertainment|Hospitality|Restaurants|Travel,AI
Select Uniforms,Manufacturing|Textiles,manufacturing|textiles
Selecta Biosciences,Biotechnology,biotechnology
Selectable Media,Advertising,advertising
Selectica,Software,SaaS
Selectionnist,Beauty|Design|E-Commerce|Fashion|Media,beauty|design|e-commerce|fashion|media
SelectMinds,Internet Marketing|Networking|Recruiting|Social Recruiting|Web Hosting,MarTech
Selectron,Industrial|Industrial Automation,industrial|industrial automation
Selerity,Content Discovery|FinTech|Media|Text Analytics,FinTech
Selexagen Therapeutics,Biotechnology,biotechnology
Self Health Network,Health and Wellness|Health Care|Health Care Information Technology,HealthTech
Self Lender,Consumer Internet|Finance Technology|FinTech|Personal Finance,FinTech
Self-Letting.com,Lifestyle|Real Estate|Shared Services|Social Network Media,lifestyle|real estate|shared services|social network media
Self-Point,Internet|Online Shopping|Shopping,E-Commerce
Self Spark,Health and Wellness|Quantified Self|Self Development,HealthTech
SelfDrvn Enterprise Pte Ltd,Big Data Analytics|Gamification|SaaS|Self Development,SaaS
SelfEcho,Analytics,analytics
Selfie.com,Photography,photography
SelfieJobs,Consulting|Employment|Video,consulting|employment|video
Selfless,Communities|File Sharing|Internet,communities|file sharing|internet
Selfscore,Analytics|Big Data|Internet,analytics|big data|internet
Selfster,Education|Software|Technology|Training,AI
SelfStir Ltd,Enterprise Software|SaaS|Self Development,SaaS
SelfWealth,Financial Services,FinTech
Sell My Timeshare NOW,Online Rental|Real Estate|Travel,online rental|real estate|travel
Chirpify,Advertising Platforms|Marketing Automation|Payments|Social Commerce|Social Media Marketing,FinTech
SellABand,Music,music
Sellaco,Internet|Marketplaces|Small and Medium Businesses,internet|marketplaces|small and medium businesses
SellanApp,Apps|Auctions|Crowdfunding|iOS|Mobile,apps|auctions|crowdfunding|ios|mobile
Sellaround,Social Media|Software,SaaS
Sellbox,Content|Curated Web|E-Commerce|Leisure|Monetization,content|curated web|e-commerce|leisure|monetization
Sellbrite,E-Commerce|SaaS|Software,SaaS
Selleration,Software,SaaS
Selleroutlet,E-Commerce,e-commerce
Sellf,Collaboration|CRM|Mobile|Sales and Marketing,MarTech
Sellfy,E-Commerce|Marketplaces|P2P Money Transfer|Software,SaaS
Selligy,CRM|Enterprises|Events|iOS|iPhone|Meeting Software|Mobile|Productivity Software|Professional Services|Task Management|Travel,SaaS
Selling Simplified,Software,SaaS
SellMyJersey.com,Sports,sports
Sellobuy,Classifieds|Search,classifieds|search
Sellplex,E-Commerce,e-commerce
sellpoints,Advertising|Creative|Digital Media|E-Commerce|Internet Marketing|Online Shopping|Retail|Search Marketing|Video,AI
SellrBuyr Free Classifieds India,Business Services|Classifieds|Real Estate,business services|classifieds|real estate
Sellshark,Recycling,recycling
SellStage,E-Commerce|Video,e-commerce|video
Sellsy,Billing|CRM|Customer Service|Enterprise Software,SaaS
Sellywhere,E-Commerce,e-commerce
Selo Reserva,E-Commerce|Flash Sales|Wine And Spirits,e-commerce|flash sales|wine and spirits
SeLoger.com,Mobile,mobile
Selphee,Mobile|Social Media,mobile|social media
SelSahara,Agriculture|Consumer Goods,agriculture|consumer goods
Ceritech,Natural Resources,natural resources
Selventa,Biotechnology|Health Diagnostics,HealthTech
Selvera,Health and Wellness,HealthTech
Selvz,Content|Curated Web|Games|Lifestyle|Mobility|Shopping,E-Commerce
SemaConnect,Clean Technology,clean technology
Semadic,E-Commerce|Local|Local Based Services|Marketplaces|Social Commerce|Social Media,e-commerce|local|local based services|marketplaces|social commerce|social media
Semafone,Security,security
Semant.io,Analytics|Big Data|Business Intelligence|Market Research|Media|SaaS,SaaS
SemanticMD,Apps|Medical,HealthTech
Semanticator,Advertising|Semantic Web,advertising|semantic web
semanticlabs,Collaboration|Semantic Web|Software,SaaS
Semantics3,E-Commerce,e-commerce
Semantify,Apps|Business Intelligence|Enterprise Search|Publishing|Search|Semantic Web,apps|business intelligence|enterprise search|publishing|search|semantic web
Semantra,Analytics|Business Intelligence|Enterprise Software|Search,SaaS
Semantria,Data Mining|Developer APIs|Natural Language Processing|Opinions|Small and Medium Businesses|Software|Text Analytics,SaaS
Semasio,Advertising,advertising
Semba Biosciences,Biotechnology,biotechnology
Semblee_,Digital Media|News|Social Media,digital media|news|social media
Sembraire,Clean Technology,clean technology
Sembrowser Ltd.,Software,SaaS
Semcasting,B2B|Market Research,b2b|market research
SeMeAntoja.com,Web Hosting,web hosting
SemEquip,Semiconductors,semiconductors
Semetric,Analytics,analytics
SEMKNOX GmbH,E-Commerce|Online Shopping|Product Search|Search|Semantic Search|Semantic Web,E-Commerce
SemiLev,Semiconductors,semiconductors
SemiNex,Semiconductors,semiconductors
semiosBIO Technologies,Biotechnology,biotechnology
SemiSouth Laboratories,Electronics|Semiconductors|Solar,electronics|semiconductors|solar
Semitech Semiconductor,Clean Energy|Semiconductors|Smart Grid,clean energy|semiconductors|smart grid
Semler Scientific,Biotechnology|Health Care,HealthTech
Semma Therapeutics,Biotechnology|Healthcare Services|Medical,HealthTech
Semmle,Software,SaaS
Semmx,Curated Web|Interest Graph|Search,curated web|interest graph|search
Semnur Pharmaceuticals,Biotechnology,biotechnology
Semperis,Computers|Cyber Security|Service Providers|Software,SaaS
Semprius,Clean Technology|Solar,clean technology|solar
Semprus BioSciences,Biotechnology,biotechnology
Semtek Innovative Solutions,Hardware + Software,SaaS
Semtive,Energy,energy
SEMU,Assisted Living|Home Automation|Human Computer Interaction|Internet of Things|User Experience Design,assisted living|home automation|human computer interaction|internet of things|user experience design
SEMYOU,Cloud Computing|Enterprise Software|SaaS|Software,SaaS
Senath Pty Ltd,Cloud Computing|Enterprise Software|PaaS|SaaS,SaaS
Sencha,Curated Web|Enterprise Software|Mobile|Open Source|Software|Web Development,SaaS
Senco Gold,Jewelry,jewelry
SendItLater,Customer Service|Custom Retail|Delivery|E-Commerce|Internet|Messaging|Online Shopping|Services|Social Network Media,AI
Send the Trend,E-Commerce|Fashion|Jewelry,e-commerce|fashion|jewelry
Sendbloom,Enterprises|Enterprise Software,SaaS
SendCloud,E-Commerce|Logistics|Optimization|Shipping,e-commerce|logistics|optimization|shipping
SendGrid,Software,SaaS
SendHub,Audio|Business Services|Communications Hardware|Enterprise Software|Messaging|Mobile|SMS|VoIP,SaaS
Sendia,Mobile|Wireless,mobile|wireless
SendinBlue,Developer APIs|Email|Email Marketing|Email Newsletters|Enterprise Software|SMS|Tracking,AI
Sendio,Security,security
Sendle,Delivery|Logistics|Services,delivery|logistics|services
Sendmail,Software,SaaS
SendMe,Mobile,mobile
Sendmebox,E-Commerce,e-commerce
SendMeHome.com,Blogging Platforms|Entertainment|Games|Tracking,AI
Sendoid,File Sharing|Peer-to-Peer,file sharing|peer-to-peer
Sendori,Enterprise Software|Internet Marketing,SaaS
Senddr,Accounting|Billing|Enterprise Software|Finance|Internet|Software,FinTech
Sendside Networks,Content|Email|Identity|SaaS|Security|Software|Spam Filtering,AI
SendtoNews,Broadcasting|News|Sports,broadcasting|news|sports
SendUs,Games,games
sendwithus,Content|Email|Sales and Marketing|Software|Web CMS,AI
Send Word Now,Messaging,messaging
Sendyou Inc.,Apps,apps
Seneco,Renewable Energies,renewable energies
Senergen Devices,Clean Technology,clean technology
Senet,Internet,internet
Senex Biotechnology,Biotechnology,biotechnology
Senexx,Email|Enterprise Software|Finance|FinTech,AI
SenGenix,Health and Wellness,HealthTech
Senic,Hardware + Software|Internet of Things,SaaS
SenionLab,Location Based Services|Software,SaaS
Senior Care Centers,Health and Wellness,HealthTech
Senior Cottage,Elder Care|Elderly|Social Innovation,elder care|elderly|social innovation
Senior Farms,Hospitality,hospitality
Senior Home Care,Health and Wellness,HealthTech
Senior Lifestyle,Real Estate,real estate
Senior Moments,Medical,HealthTech
Senior Wellness Solutions,Biotechnology,biotechnology
SeniorCare,Hospitality,hospitality
seniorshelf.com,E-Commerce|Elder Care|Health Care,HealthTech
SeniorSource,Curated Web,curated web
Senit,Bitcoin|Finance|Payments,FinTech
Sennari,Software,SaaS
Senor Sirloin,Hospitality,hospitality
Senova Systems,Manufacturing,manufacturing
SensAble Technologies,Software,SaaS
SenSage,Security,security
Sensai Corporation,Big Data|Text Analytics,big data|text analytics
Sensay,Mobile,mobile
Sensbeat,Information Services|Information Technology|Mobile|Music|Private Social Networking|Social Media,information services|information technology|mobile|music|private social networking|social media
Senscient,Manufacturing,manufacturing
Senscio Systems,Software,SaaS
Sensdata,Consulting,consulting
Sense A/S,Medical,HealthTech
SENSE AI,Software,SaaS
Sense Health,Health and Wellness|Health Care|Health Care Information Technology|Mobile Health,HealthTech
Sense,GreenTech|Hardware|Home Automation|Internet of Things|Sensors|Software,SaaS
Sense.ly,Enterprise Software|Entertainment|Health Care|Speech Recognition,AI
Sense Networks,Advertising|Analytics|Location Based Services|Machine Learning|Predictive Analytics,advertising|analytics|location based services|machine learning|predictive analytics
Sense Platform,Analytics|Big Data|Cloud Computing,analytics|big data|cloud computing
SenseData,Hardware|Hardware + Software|Startups|Technology,SaaS
Sensee,E-Commerce,e-commerce
Senseg,Displays|Interface Design|Software,SaaS
SenseGiz,Hardware + Software,SaaS
Sensegon,Ad Targeting|Advertising|Sales and Marketing|Social Media|Technology,MarTech
SenseLabs (formerly Neurotopia),Hardware + Software|Health and Wellness|Sports,HealthTech
Sensentia,Health and Insurance|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Health Services Industry,HealthTech
Senseonics,Medical Devices,HealthTech
Senseware,Embedded Hardware and Software|Internet of Things|Sensors|Wireless,SaaS
"Senseye, Inc.",Information Technology|Sensors|Wearables,information technology|sensors|wearables
SensGard,Hardware + Software,SaaS
Sensibill,Big Data|Financial Services|FinTech,FinTech
Sensible Medical Innovations,Biotechnology,biotechnology
Sensibo,Consumer Electronics|Environmental Innovation|Green Building|Home Automation|Internet|Internet of Things|Mobile|Mobile Devices|Smart Building,consumer electronics|environmental innovation|green building|home automation|internet|internet of things|mobile|mobile devices|smart building
Sensicast Systems,Enterprise Software,SaaS
Sensics,Software,SaaS
Sensika Technologies,Enterprise Software,SaaS
Sensilk,Consumer Goods|Fitness|Online Shopping|Sporting Goods|Wearables,E-Commerce
SENSIMED,Health Care,HealthTech
Sensing Dynamics,Analytics|Chemicals|Cloud Computing|Computers|Consumer Electronics|Internet of Things|Sensors,analytics|chemicals|cloud computing|computers|consumer electronics|internet of things|sensors
Sensing Electromagnetic Plus,Electronics|Semiconductors,electronics|semiconductors
SensioLabs,Open Source|SaaS|Software,SaaS
Sensiotec,Health Care,HealthTech
SensiPass Ltd.,Biometrics|Security|Software|Technology,SaaS
Sensitive Object,Hardware + Software,SaaS
Sensity Systems,Energy Efficiency|Networking|Systems,energy efficiency|networking|systems
Sensopia,Augmented Reality|Mobile|Real Estate,augmented reality|mobile|real estate
Sensor Medical Technology,Biotechnology,biotechnology
Sensor Tower,Android|iOS|Mobile,android|ios|mobile
Sensoraide,Software,SaaS
Sensorberg,Consumer Electronics|Hardware + Software,SaaS
SensorCath,Sensors|Technology,sensors|technology
SensorDynamics,Semiconductors,semiconductors
Sensorflare PC,Home Automation,home automation
Sensorin,Manufacturing,manufacturing
Sensorion,Biotechnology,biotechnology
Sensorist,Internet of Things,internet of things
SensorLogic,Enterprise Software|Gps|M2M|Mobile|Tracking,SaaS
Sensorly,Android|Maps|Mobile|Web Hosting|Wireless,android|maps|mobile|web hosting|wireless
Sensors.com,Embedded Hardware and Software,SaaS
SensorSuite Inc.,Clean Technology|Internet of Things|M2M,clean technology|internet of things|m2m
SensorTech,Semiconductors,semiconductors
SensorTran,Electronics|Energy|Manufacturing,electronics|energy|manufacturing
Sensory Medical,Biotechnology,biotechnology
Sensory Networks,Software,SaaS
Sensr.net,Enterprise Software|Hardware|Real Time|Security|Video Streaming,SaaS
Sensser,Contact Management|Software,SaaS
SenStay,Hospitality|Property Management|Software,SaaS
Senstore,DIY|Hardware + Software|Health and Wellness|Sensors,HealthTech
SENSU,Creative|E-Commerce|Online Shopping,E-Commerce
Sensulin,Biotechnology|Diabetes|Life Sciences|Pharmaceuticals,biotechnology|diabetes|life sciences|pharmaceuticals
Sensum,Software,SaaS
Sensus Energy,Electronics|Energy|Engineering Firms,electronics|energy|engineering firms
SensusLabs,Industrial|Industrial Automation|Navigation,industrial|industrial automation|navigation
Sensys Networks,Mobile,mobile
Senta,Software,SaaS
Sentab Ltd,Networking|Social Network Media,networking|social network media
Sente Inc.,Biotechnology,biotechnology
Sentence Lab,Cloud Data Services|Internet|Technology,cloud data services|internet|technology
"Sententia,LLC",Business Analytics|Business Development|Consulting,business analytics|business development|consulting
Sentera,Aerospace,aerospace
Sentic Technologies Inc,Information Technology|Internet|SaaS|Search Marketing|Services|Social Media,SaaS
Sentient,Real Estate,real estate
Sentient Energy,Clean Technology,clean technology
Sentilla,IT Management|Software,SaaS
Sentillion,Health and Wellness,HealthTech
Sentimed Medical Corporation,Health Care|Telecommunications,HealthTech
Sentiment,Social CRM|Social Media Management|Social Media Monitoring|Software,SaaS
"Sentiment Strategies, LLC",Anything Capital Intensive|News|Trading,anything capital intensive|news|trading
SentinelOne,Security,security
SentiOne,Brand Marketing|Social Media Monitoring|Software,SaaS
Sentisis,Artificial Intelligence|Social Media,AI
sentitO Networks,Software|VoIP,SaaS
Sentons,Semiconductors,semiconductors
Sentri,Home Automation|Internet of Things|Security|Smart Building,home automation|internet of things|security|smart building
Sentrigo,Accounting|Databases|Hardware + Software|Networking|Security|Software,SaaS
Sentrinsic,Hardware + Software,SaaS
Sentrix,Computers|Cyber Security|Network Security|Security,computers|cyber security|network security|security
Sentry Wireless,Mobile|Mobile Security|Web Development|Wireless,mobile|mobile security|web development|wireless
Senzari,Mobile,mobile
SEO Co.,Application Platforms|Internet of Things|SEO,application platforms|internet of things|seo
SeoPult,Advertising|Optimization|Sales and Marketing|Search Marketing|Semantic Search|SEO,MarTech
SEO Quotient,Business Intelligence|SEO,business intelligence|seo
seoreseller.com,Consulting|Internet Marketing|SEO,MarTech
SEOshop Group B.V.,E-Commerce|Internet|Mobile Commerce|Online Shopping|SaaS|SEO|Shopping|Social Media|Software,E-Commerce
Sépage,Internet Marketing|Online Travel|Personalization|Semantic Web|Technology,MarTech
Sepaton,Flash Storage|Hardware + Software|Technology,SaaS
Sepior,Software,SaaS
Seplat Petroleum Development Company,Energy|Oil|Oil & Gas,energy|oil|oil & gas
SEPMAG Technologies,Biotechnology,biotechnology
SepSensor,Restaurants|Sensors|Wireless,restaurants|sensors|wireless
SeqLL,Biotechnology,biotechnology
Sequana Medical,Medical Devices,HealthTech
Sequans Communications,Semiconductors,semiconductors
Sequel Pharmaceuticals,Biotechnology,biotechnology
Sequel Youth and Family Services,Hospitality,hospitality
Sequella,Biotechnology,biotechnology
Sequence,Apps|Design|Experience Design|Product Design|User Experience Design,apps|design|experience design|product design|user experience design
Sequence Bio,Analytics|Lifestyle|Medical,HealthTech
Sequence Design,Software,SaaS
Sequenom,Biotechnology|Health Diagnostics,HealthTech
Sequent,Software,SaaS
Sequent Medical,Health Care,HealthTech
Sequenta,Biotechnology|Health Diagnostics,HealthTech
Sequitur Labs,Security,security
Sequoia Communications,Semiconductors,semiconductors
Sequoia Pharmaceuticals,Biotechnology,biotechnology
SequoiaDB,Big Data|Databases|Information Services|Information Technology,big data|databases|information services|information technology
Sera Prognostics,Biotechnology,biotechnology
Seragon Pharmaceuticals,Biotechnology,biotechnology
Seraphim Sense,Corporate Wellness|Health and Wellness|mHealth|Wearables,HealthTech
Seratis,Communications Infrastructure|Health Care|Health Care Information Technology|Mobile Health,HealthTech
SerbisU,Local Based Services,local based services
Seren Photonics,Manufacturing,manufacturing
Serena & Lily,E-Commerce,e-commerce
Serendipity Labs Coworking,Collaboration|Coworking|Hospitality,collaboration|coworking|hospitality
Serene Oncology,Biotechnology,biotechnology
Serenify,Cyber Security|Internet|Services,cyber security|internet|services
Sereniti,Simulation|Virtualization|Virtual Worlds,simulation|virtualization|virtual worlds
Seres Health,Biotechnology,biotechnology
SergeMD,Consulting,consulting
Sergian Technologies,Apps|Blogging Platforms|Browser Extensions|iPhone|Social Media|Software,SaaS
Serica Technologies,Biotechnology|Hardware|Medical,HealthTech
Serionix,Air Pollution Control|Renewable Energies|Water Purification,AI
Seriosity,Software,SaaS
Serious Business,Facebook Applications|Games|Social Games,facebook applications|games|social games
Serious Energy,Clean Technology,clean technology
Serious USA,Music,music
Seriously,Games|Mobile,games|mobile
SERMA Group,Consumer Goods|Electronics|Shopping,E-Commerce
SERMO,Apps|Doctors|Health and Wellness|Health Care|Health Care Information Technology|Medical|Networking|Physicians|Technology,HealthTech
SeroMatch,Medical,HealthTech
Serometrix,Biotechnology,biotechnology
SERPs,SEO|Software,SaaS
Serraview,Commercial Real Estate,commercial real estate
Serstech,Biotechnology,biotechnology
Serus,Enterprise Software,SaaS
Servant Health Group,Biotechnology,biotechnology
Servato Corp,Batteries|Energy|Software,SaaS
Serve Smart,Training,AI
ServeMotion,Software,SaaS
Server Density,Application Performance Monitoring|Enterprise Software|IaaS|SaaS,SaaS
Servergy,Design,design
Serveron,Hardware + Software,SaaS
ServerPilot,Cloud Computing|Networking|Software,SaaS
Serverside Group,Software,SaaS
Servexia,Service Providers|Social Media,service providers|social media
Service,Software,SaaS
Service at Home,Beauty|Clean Technology|Curated Web|Health and Wellness|Marketplaces|Tutoring,HealthTech
ServiceNow,Enterprise Software|IT Management|PaaS|SaaS|Software,SaaS
Service Seeking,Advertising,advertising
Service2Media,Apps|Enterprise Software|Mobile|Tablets,SaaS
ServiceBench,Software,SaaS
ServiceFrame,Governance|Services|Software,SaaS
ServiceGems,E-Commerce|Professional Networking|Property Management,e-commerce|professional networking|property management
SERVICEINFINITY,Cloud Infrastructure|Education|Online Education,EdTech
ServiceMaster Home Service Center,Services,services
ServiceMax,Enterprise Software,SaaS
ServiceMesh,Automotive|Cloud Computing|Cloud Management|Enterprise Software|Software,SaaS
ServiceRelated,Accounting|Credit Cards|E-Commerce|Payments,FinTech
Service Route,Software,SaaS
Kickserv,SaaS|Services|Small and Medium Businesses|Software,SaaS
ServiceSource,Business Services|Cloud Computing|Health Care|Life Sciences|SaaS|Services|Software|Tech Field Support|Technology,HealthTech
ServiceTitan,Software,SaaS
ServiceTrade,Mobile,mobile
ServiceWhale,Curated Web|E-Commerce|Home & Garden|Home Renovation|Local|Local Search|Marketplaces|Mobile Commerce|Service Providers|Services,curated web|e-commerce|home & garden|home renovation|local|local search|marketplaces|mobile commerce|service providers|services
Servio,Advertising|Analytics|Crowdsourcing|Translation,advertising|analytics|crowdsourcing|translation
Servis1st Bank,Banking|Finance,FinTech
ServisHero,Apps|Mobile|Service Providers|Software,SaaS
SERVIZ,Home Decor|Home & Garden|Home Renovation,home decor|home & garden|home renovation
Servo Software,Mobile|Software,SaaS
Servoy,PaaS|SaaS|Software,SaaS
servtag,Location Based Services|Mobile|NFC|RFID|Social Network Media,location based services|mobile|nfc|rfid|social network media
"ServusXchange, LLC",Software,SaaS
Servy,Customer Service|Hospitality|Restaurants,customer service|hospitality|restaurants
Sesamea,Coupons|Curated Web|Gift Card|Payments,FinTech
Sessa,Apps|Finance|Financial Services|Mobile|Personal Finance|Social Media,FinTech
Sessionbox,Analytics|Big Data Analytics|IT and Cybersecurity,analytics|big data analytics|it and cybersecurity
SessionM,Consumer Behavior|Loyalty Programs|Marketing Automation|Mobile Enterprise|Personalization,MarTech
Sessions,Health and Wellness,HealthTech
Sessions,Chat|Media,chat|media
Set.fm,Music,music
Setem Technologies,Software,SaaS
Setera Communications,Software,SaaS
Setgo,Analytics,analytics
SETiT,Events|Mobile,events|mobile
SetJam,Curated Web|Television|Video,curated web|television|video
SetMedia,Advertising|B2B|Monetization|Search|Video,advertising|b2b|monetization|search|video
SetMeUp,Crowdsourcing|Personalization|Social Media,crowdsourcing|personalization|social media
setObject,Advertising|Mobile|Real Estate,advertising|mobile|real estate
SetPoint Medical,Biotechnology,biotechnology
Settle,Bridging Online and Offline|Finance|Financial Services|Mobile|Mobile Payments|Restaurants,FinTech
Settleware,Software,SaaS
SETVI,Software,SaaS
Seva Call,Internet,internet
Talk Local,Advertising|Internet Marketing|Local|Mobile|Sales and Marketing|Search|SEO|Social Media|Web Presence Management,MarTech
Sevar Consult,Finance|FinTech|Software|Venture Capital,FinTech
Sevcon,Electronics,electronics
"seven dreamers laboratories, inc.",Design|Medical Devices|Services,HealthTech
